,date,symbol,reportedCurrency,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,sellingGeneralAndAdministrativeExpenses,operatingIncome,interestIncome,interestExpense,incomeBeforeTax,netIncome,operatingIncomeRatio,fillingDate,totalCurrentAssets,totalNonCurrentAssets,totalAssets,totalCurrentLiabilities,totalNonCurrentLiabilities,totalLiabilities,totalEquity,totalLiabilitiesAndTotalEquity,netCashProvidedByOperatingActivities,netCashUsedForInvestingActivites,netCashUsedProvidedByFinancingActivities,cashAtBeginningOfPeriod,cashAtEndOfPeriod,company_name,ceo,phone,website,state,city,country,address,zip,sector,exchangeShortName,exchange,description
26,2020-12-31,OSE.PA,EUR,2020-12-31,2020-12-31,2020,FY,10418000,0,2419000,-18992000,12000,273000,-19246000,-16555000,-1.822998656,2020-12-31,39832000,57141000,96973000,14128000,21481000,35609000,61364000,96973000,-19277000,-504000,23306000,25842000,29368000,OSE Immunotherapeutics SA,Mr. Alexis Peyroles,33228291010,https://www.ose-immuno.com,PAYS DE LA LOIRE,Nantes,FR,"22, boulevard Benoni Goullin",44200,Healthcare,EURONEXT,Paris,"OSE Immunotherapeutics SA focuses on the development of immunotherapies for immune activation and regulation in the fields of immuno-oncology and autoimmune diseases. Its products include Tedopi that is in Phase III clinical stage for the treatment of non-small cell lung cancer, as well as in Phase II clinical trial to pancreatic and ovarian cancer; CoVepiT, a prophylactic vaccine against the SARS-CoV-2 virus; BI 765063, which is in Phase I clinical trial to treat solid tumors; and BiCKI, a novel bispecific checkpoint inhibitor platform, targeting PD-1 and innovative targets to fight primary and secondary resistance mechanisms developed by cancers. The company's products also comprise OSE-127, a humanized monoclonal antibody that is in Phase II clinical trial for the treatment of ulcerative colitis, as well as Sj?gren's Syndrome; FR104, which is in Phase I clinical trial for the treatment of rheumatoid arthritis; and OSE-230, an agonist antibody against ChemR23 to resolve chronic inflammation. OSE Immunotherapeutics SA has collaborations and partnerships with GERCOR, Boehringer Ingelheim, Servier, and Chong Kun Dang Pharmaceutical Corporation. The company was formerly known as OSE Pharma SA and changed its name to OSE Immunotherapeutics SA in May 2016. OSE Immunotherapeutics SA is headquartered in Nantes, France."
27,2019-12-31,OSE.PA,EUR,2019-12-31,2019-12-31,2019,FY,25952000,8000,1950000,-1471000,70000,181000,-1464000,-4652000,-0.056681566,2019-12-31,33062000,55871000,88933000,14330000,16067000,30397000,58536000,88933000,9135000,2375000,4759000,9573000,25842000,OSE Immunotherapeutics SA,Mr. Alexis Peyroles,33228291010,https://www.ose-immuno.com,PAYS DE LA LOIRE,Nantes,FR,"22, boulevard Benoni Goullin",44200,Healthcare,EURONEXT,Paris,"OSE Immunotherapeutics SA focuses on the development of immunotherapies for immune activation and regulation in the fields of immuno-oncology and autoimmune diseases. Its products include Tedopi that is in Phase III clinical stage for the treatment of non-small cell lung cancer, as well as in Phase II clinical trial to pancreatic and ovarian cancer; CoVepiT, a prophylactic vaccine against the SARS-CoV-2 virus; BI 765063, which is in Phase I clinical trial to treat solid tumors; and BiCKI, a novel bispecific checkpoint inhibitor platform, targeting PD-1 and innovative targets to fight primary and secondary resistance mechanisms developed by cancers. The company's products also comprise OSE-127, a humanized monoclonal antibody that is in Phase II clinical trial for the treatment of ulcerative colitis, as well as Sj?gren's Syndrome; FR104, which is in Phase I clinical trial for the treatment of rheumatoid arthritis; and OSE-230, an agonist antibody against ChemR23 to resolve chronic inflammation. OSE Immunotherapeutics SA has collaborations and partnerships with GERCOR, Boehringer Ingelheim, Servier, and Chong Kun Dang Pharmaceutical Corporation. The company was formerly known as OSE Pharma SA and changed its name to OSE Immunotherapeutics SA in May 2016. OSE Immunotherapeutics SA is headquartered in Nantes, France."
28,2019-12-31,IFF.PA,USD,2019-12-31,2019-12-31,2019,FY,5140084000,3027336000,876121000,697402000,0,138221000,557452000,455873000,0.135679106,2019-12-31,2942544000,10344867000,13287411000,1552190000,5505673000,7057863000,6229548000,13287411000,698965000,0,0,648522000,623945000,,,,,,,,,,,,,
29,2018-12-31,IFF.PA,USD,2018-12-31,2018-12-31,2018,FY,3977539000,2294832000,707461000,587784000,0,132558000,447757000,337302000,0.147775798,2018-12-31,2941860000,9947535000,12889395000,1128311000,5717710000,6846021000,6043374000,12889395000,437575000,0,0,368046000,648522000,,,,,,,,,,,,,
30,2020-12-31,SOG.PA,EUR,2020-12-31,2020-12-31,2020,FY,123052000,55324000,0,-11055000,0,1494000,-14729000,-14311000,-0.089840068,2020-12-31,128692000,35762000,164454000,91131000,25763000,116894000,47560000,164454000,25843000,-6141000,13752000,0,0,Sogeclair SA,Mr. Philippe Robardey,33561717171,https://www.sogeclair.com,OCCITANIE,Blagnac,FR,"7 Avenue Albert Durand, Bp 20069, Blagnac Cedex",31703,Industrials,EURONEXT,Paris,"Sogeclair SA provides engineering and production services to the aeronautics and space, automobile, rail, defense, and civil industries in France and internationally. It operates through three divisions: Aerospace, Vehicle, and Simulation. The Aerospace division engages in the provision of engineering services in aerostructures, cabins, systems, and manufacturing engineering and tooling services; and design and manufacture of complex structural thermoplastic products, additive layers, metallic subassemblies, and cockpit equipment, as well as cabin furniture and mechanism. The Vehicle division is involved in the design and production of special civilian and military vehicles, as well as terrestrial drones, multi-mission platforms, and adapting vehicles. The Simulation division engages in the design and supply of turnkey simulators; and development of software simulation platforms. The company was founded in 1986 and is headquartered in Blagnac, France."
31,2019-12-31,SOG.PA,EUR,2019-12-31,2019-12-31,2019,FY,184972000,77680000,0,8793000,0,1076000,7799000,4959000,0.047536925,2019-12-31,123735000,42012000,165747000,68672000,31030000,99702000,66045000,165747000,8641000,-4047000,-1410000,16682000,18960000,Sogeclair SA,Mr. Philippe Robardey,33561717171,https://www.sogeclair.com,OCCITANIE,Blagnac,FR,"7 Avenue Albert Durand, Bp 20069, Blagnac Cedex",31703,Industrials,EURONEXT,Paris,"Sogeclair SA provides engineering and production services to the aeronautics and space, automobile, rail, defense, and civil industries in France and internationally. It operates through three divisions: Aerospace, Vehicle, and Simulation. The Aerospace division engages in the provision of engineering services in aerostructures, cabins, systems, and manufacturing engineering and tooling services; and design and manufacture of complex structural thermoplastic products, additive layers, metallic subassemblies, and cockpit equipment, as well as cabin furniture and mechanism. The Vehicle division is involved in the design and production of special civilian and military vehicles, as well as terrestrial drones, multi-mission platforms, and adapting vehicles. The Simulation division engages in the design and supply of turnkey simulators; and development of software simulation platforms. The company was founded in 1986 and is headquartered in Blagnac, France."
32,2020-12-31,ALKEM.PA,EUR,2020-12-31,2020-12-31,2020,FY,42101000,15905000,8254000,5170000,296000,2170000,2594000,1441000,0.122799933,2020-12-31,18838000,32651000,51489000,38055000,13597000,51652000,-163000,51489000,5964000,-3833000,-632000,879000,2377000,Groupe Berkem Soci?t? anonyme,,33 5 64 31 06 60,https://www.groupeberkem.com,,Blanquefort,FR,20 Rue Jean Duvert,33290,Basic Materials,EURONEXT,Paris,"Groupe Berkem Soci?t? anonyme operates in the chemical industry. The company engages in the extraction and supply of natural active ingredients and plant extracts for the cosmetics and food industries. It is also involved in the freeze-drying of raw materials and finished products; production, supply, and distribution of solutions for wood processing markets and the building industry; and manufacture of industrial resins for the paint, construction, timber treatment, and ink industries. The company was founded in 1964 and is based in Blanquefort, France."
33,2019-12-31,ALKEM.PA,EUR,2019-12-31,2019-12-31,2019,FY,40049000,15196000,8562000,2997000,320000,1915000,205000,297000,0.074833329,2019-12-31,18342000,26489000,44832000,21743000,25764000,47507000,-2675000,44832000,-1502000,-5274000,3170000,4485000,879000,Groupe Berkem Soci?t? anonyme,,33 5 64 31 06 60,https://www.groupeberkem.com,,Blanquefort,FR,20 Rue Jean Duvert,33290,Basic Materials,EURONEXT,Paris,"Groupe Berkem Soci?t? anonyme operates in the chemical industry. The company engages in the extraction and supply of natural active ingredients and plant extracts for the cosmetics and food industries. It is also involved in the freeze-drying of raw materials and finished products; production, supply, and distribution of solutions for wood processing markets and the building industry; and manufacture of industrial resins for the paint, construction, timber treatment, and ink industries. The company was founded in 1964 and is based in Blanquefort, France."
34,2020-12-31,VRNL.PA,EUR,2020-12-31,2020-12-31,2020,FY,0,0,113000,-298000,0,8000,-296000,-296000,0,2020-12-31,1301000,0,1301000,613000,0,613000,688000,1301000,773000,1432000,-1178000,44000,1071000,,,,,,,,,,,,,
35,2019-12-31,VRNL.PA,EUR,2019-12-31,2019-12-31,2019,FY,0,0,117000,191000,0,6000,-394000,-394000,0,2019-12-31,881000,1441000,2322000,1290000,1000,1291000,1031000,2322000,-84000,0,13000,115000,44000,,,,,,,,,,,,,
36,2021-12-31,AF.PA,EUR,2021-12-31,2021-12-31,2021,FY,14296000000,11215000000,2946000000,-2532000000,23000000,657000000,-3549000000,-3292000000,-0.177112479,2021-12-31,10729000000,19954000000,30683000000,11726000000,22773000000,34499000000,-3816000000,30683000000,1534000000,-1239000000,-77000000,6422000000,6654000000,Air France-KLM SA,Mr. Benjamin Smith,33141565656,https://www.airfranceklm.com,ILE-DE-FRANCE,Paris,FR,"2 rue de Robert-Esnault-Pelterie, Bp 93290",75007,Industrials,EURONEXT,Paris,"Air France-KLM SA, together with its subsidiaries, provides passenger and cargo transportation services on scheduled flights in Metropolitan France, Benelux, rest of Europe, and internationally. The company operates through Network, Maintenance, Transavia, and Other segments. It also offers airframe and engine maintenance services; component support services comprising electronic, mechanical, pneumatic, hydraulic, etc.; and other services, as well as operates point-to-point flights to/from the Netherlands and France. As of December 31, 2021, it operated a fleet of 332 aircraft. The company was founded in 1919 and is headquartered in Paris, France."
37,2020-12-31,AF.PA,EUR,2020-12-31,2020-12-31,2020,FY,11088000000,11087000000,2748000000,-4644000000,26000000,580000000,-6928000000,-7078000000,-0.418831169,2020-12-31,9895000000,20316000000,30211000000,11778000000,23851000000,35629000000,-5418000000,30211000000,-2826000000,-1583000000,7147000000,3711000000,6422000000,Air France-KLM SA,Mr. Benjamin Smith,33141565656,https://www.airfranceklm.com,ILE-DE-FRANCE,Paris,FR,"2 rue de Robert-Esnault-Pelterie, Bp 93290",75007,Industrials,EURONEXT,Paris,"Air France-KLM SA, together with its subsidiaries, provides passenger and cargo transportation services on scheduled flights in Metropolitan France, Benelux, rest of Europe, and internationally. The company operates through Network, Maintenance, Transavia, and Other segments. It also offers airframe and engine maintenance services; component support services comprising electronic, mechanical, pneumatic, hydraulic, etc.; and other services, as well as operates point-to-point flights to/from the Netherlands and France. As of December 31, 2021, it operated a fleet of 332 aircraft. The company was founded in 1919 and is headquartered in Paris, France."
